Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
368,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,6666666666666666,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
369,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,7777777777777777,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
370,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,8888888888888888,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
371,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,9999999999999999,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
372,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,0000000000000000,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
373,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,1111111111111111,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
374,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,2222222222222222,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
375,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,3333333333333333,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
376,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,4444444444444444,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
377,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,5555555555555555,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
378,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,6666666666666666,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
379,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,7777777777777777,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
380,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,8888888888888888,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
381,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,9999999999999999,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
382,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,0000000000000000,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
383,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,1111111111111111,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
384,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,2222222222222222,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
385,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,3333333333333333,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
386,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,4444444444444444,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
387,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,5555555555555555,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
388,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,6666666666666666,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
389,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,7777777777777777,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
390,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,8888888888888888,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
391,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,9999999999999999,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
392,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,0000000000000000,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
393,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,1111111111111111,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
394,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,2222222222222222,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
395,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,3333333333333333,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
396,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,4444444444444444,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
397,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,5555555555555555,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
398,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,6666666666666666,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
399,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,7777777777777777,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
400,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,8888888888888888,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
401,Variable,Male,Single,Post Graduate,1977,45,Employed,4321650947,6234091234567890,2027,Desktop,250000,4600,Transfer,Kolkata,MasterCard,Online,110000,1320000,4000,80,14,True,False,0.42,65,True,5,25,0
402,Fixed,Female,Single,Graduate,1988,34,Unemployed,2190735487,5897231409876543,2028,Mobile,240000,1500,Withdrawal,Mumbai,Visa,Offline,90000,1080000,3000,50,8,False,False,0.36,45,False,15,10,0
403,Fixed,Female,Single,High School,1982,40,Self-Employed,6193470258,7598045643123456,2029,Mobile,200000,7000,Purchase,Chennai,Visa,Offline,180000,2160000,2000,70,2,True,True,0.22,55,False,20,30,1
404,Fixed,Other,Married,Graduate,1975,47,Employed,5098647132,9462031754893214,2027,Mobile,220000,6200,Transfer,Bangalore,MasterCard,Online,100000,1200000,8000,20,12,True,False,0.18,70,True,20,40,0
405,Variable,Male,Divorced,Doctorate,1990,32,Employed,3406879125,2389756412345678,2028,Tablet,200000,3500,Purchase,Hyderabad,Visa,Online,130000,1560000,7000,70,22,True,True,0.16,75,False,5,35,1
406,Fixed,Other,Single,High School,1978,44,Unemployed,4987351062,4165978134567890,2024,Desktop,180000,2500,Withdrawal,Delhi,MasterCard,Offline,60000,720000,4000,80,6,True,True,0.12,80,True,25,15,1
407,Fixed,Female,Married,High School,1965,57,Self-Employed,3256981407,9147023654781234,2028,Mobile,240000,8000,Transfer,Mumbai,Visa,Offline,110000,1320000,5000,90,18,False,True,0.08,85,False,5,25,0
408,Variable,Other,Single,Post Graduate,1972,50,Employed,4687213905,5047382956741234,2024,Desktop,220000,2500,Withdrawal,Pune,MasterCard,Offline,150000,1800000,3000,20,14,False,False,0.04,90,False,20,30,1
409,Fixed,Female,Single,High School,1985,37,Employed,3589670124,3814670982354761,2028,Mobile,230000,7500,Purchase,Kolkata,Visa,Offline,70000,840000,8000,60,10,False,False,0.02,95,True,25,40,0
410,Fixed,Male,Married,High School,1976,46,Self-Employed,4123586970,6702983715642379,2027,Tablet,210000,3000,Transfer,Delhi,MasterCard,Offline,180000,2160000,2000,40,8,False,True,0.84,65,False,5,20,0
411,Variable,Male,Married,Graduate,1982,40,Unemployed,2548967310,2897038465287459,2029,Mobile,200000,6500,Withdrawal,Bangalore,Visa,Online,130000,1560000,6000,100,12,False,False,0.76,75,False,20,35,1
412,Fixed,Male,Single,Post Graduate,1979,43,Employed,3685014927,8739456021387695,2026,Desktop,190000,4000,Purchase,Chennai,MasterCard,Offline,60000,720000,5000,70,6,False,True,0.68,80,True,30,15,1
413,Fixed,Other,Divorced,High School,1970,52,Self-Employed,5123906874,4376091283745692,2025,Mobile,220000,2500,Transfer,Hyderabad,Visa,Online,150000,1800000,7000,40,2,False,False,0.62,85,True,5,25,1
414,Variable,Female,Married,Graduate,1969,53,Employed,4356781249,3209847165948723,2024,Mobile,230000,5000,Withdrawal,Mumbai,MasterCard,Online,110000,1320000,4000,90,18,False,True,0.54,90,False,25,40,1
415,Fixed,Other,Married,Doctorate,1987,35,Unemployed,6512349870,9246817309456781,2023,Desktop,240000,8000,Purchase,Pune,Visa,Offline,70000,840000,3000,20,14,False,False,0.46,95,True,20,30,1
416,Fixed,Male,Single,Graduate,1971,51,Employed,3789456721,1894057263849175,2027,Mobile,250000,3500,Transfer,Kolkata,MasterCard,Online,130000,1560000,6000,100,10,True,False,0.38,65,True,5,20,1
417,Variable,Female,Single,High School,1973,49,Self-Employed,5369874210,7392184502876159,2029,Tablet,200000,7500,Withdrawal,Delhi,Visa,Offline,60000,720000,2000,80,8,True,True,0.32,70,False,20,35,0
418,Fixed,Female,Married,Post Graduate,1983,39,Employed,1875462390,4738592068173456,2024,Desktop,180000,3000,Purchase,Bangalore,MasterCard,Online,150000,1800000,8000,40,2,True,False,0.24,75,True,30,15,0
419,Fixed,Other,Single,Graduate,1974,48,Unemployed,5213649870,1384057296531874,2023,Mobile,220000,4000,Transfer,Chennai,Visa,Online,110000,1320000,4000,90,18,False,False,0.16,80,False,5,25,1
420,Variable,Male,Single,High School,1978,44,Employed,3728401695,2946508173920874,2025,Mobile,230000,6200,Withdrawal,Hyderabad,MasterCard,Offline,130000,1560000,3000,20,14,True,True,0.08,85,True,25,40,0
421,Fixed,Female,Married,Doctorate,1980,42,Self-Employed,6154928307,4928310765392847,2028,Desktop,240000,7000,Transfer,Mumbai,Visa,Offline,70000,840000,5000,100,10,False,False,0.06,65,False,5,20,0
422,Fixed,Male,Divorced,Graduate,1967,55,Employed,4692703158,5837402961857034,2024,Tablet,250000,2500,Purchase,Pune,MasterCard,Online,130000,1560000,4000,80,8,False,True,0.92,70,True,20,35,1
423,Variable,Other,Single,Post Graduate,1975,47,Unemployed,5293647015,9105768249371564,2029,Mobile,200000,1500,Withdrawal,Kolkata,Visa,Offline,60000,720000,6000,90,18,True,True,0.86,75,False,5,25,1
424,Fixed,Female,Married,High School,1979,43,Employed,8347502961,4019237685920487,2026,Mobile,230000,6500,Transfer,Delhi,MasterCard,Online,130000,1560000,2000,20,14,False,True,0.82,80,True,25,40,0
425,Fixed,Female,Single,High School,1970,52,Self-Employed,9286430175,7382504192573086,2027,Desktop,190000,7000,Purchase,Bangalore,Visa,Online,150000,1800000,5000,40,2,True,False,0.78,85,False,30,15,1
426,Variable,Male,Single,Graduate,1978,44,Unemployed,1875639024,6932071548029361,2025,Mobile,220000,3500,Transfer,Chennai,MasterCard,Online,110000,1320000,3000,90,18,True,False,0.74,90,True,5,20,0
427,Fixed,Other,Married,High School,1985,37,Employed,7543092861,9375612406853902,2024,Tablet,240000,8000,Withdrawal,Hyderabad,Visa,Offline,130000,1560000,4000,80,8,False,True,0.7,70,False,20,35,1
428,Fixed,Female,Married,Post Graduate,1987,35,Self-Employed,3026857491,8179430562874903,2023,Desktop,250000,3000,Transfer,Mumbai,MasterCard,Online,130000,1560000,6000,20,14,False,True,0.66,75,True,25,40,0
429,Variable,Other,Single,High School,1969,53,Employed,8459306127,5901846723917548,2029,Mobile,200000,7500,Purchase,Pune,Visa,Offline,60000,720000,2000,90,18,True,False,0.62,80,False,5,25,1
430,Fixed,Male,Married,Doctorate,1980,42,Unemployed,1859476302,4025879163547802,2027,Desktop,230000,4000,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,4000,20,14,True,True,0.58,90,True,20,35,0
431,Fixed,Female,Married,Graduate,1982,40,Employed,5712098436,9851736409278513,2025,Mobile,220000,6200,Transfer,Delhi,Visa,Online,130000,1560000,5000,80,8,True,False,0.54,70,False,25,40,1
432,Variable,Other,Divorced,Graduate,1977,45,Self-Employed,8746930125,7453891062738904,2026,Tablet,240000,1500,Purchase,Bangalore,MasterCard,Offline,130000,1560000,6000,90,18,False,False,0.5,75,True,5,20,0
433,Fixed,Female,Married,Post Graduate,1983,39,Employed,2095673814,5483926710953487,2023,Desktop,250000,7000,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,20,14,True,False,0.46,80,False,20,35,1
434,Fixed,Male,Single,High School,1979,43,Unemployed,5981207346,9845612730593847,2025,Mobile,200000,2500,Transfer,Hyderabad,MasterCard,Online,60000,720000,4000,80,8,True,True,0.42,90,True,25,40,1
435,Variable,Other,Married,Doctorate,1973,49,Employed,3459821076,4876125904832761,2029,Tablet,220000,7500,Purchase,Mumbai,Visa,Offline,130000,1560000,2000,90,18,True,False,0.38,70,False,5,25,0
436,Fixed,Female,Single,High School,1970,52,Employed,1982736451,6794501823769054,2028,Mobile,240000,3000,Withdrawal,Kolkata,MasterCard,Offline,130000,1560000,6000,20,14,False,True,0.34,75,True,20,35,1
437,Fixed,Other,Married,Graduate,1985,37,Self-Employed,6789430512,9145203761987456,2023,Desktop,250000,6200,Purchase,Delhi,Visa,Online,130000,1560000,3000,90,18,False,False,0.3,80,False,25,40,1
438,Variable,Male,Single,High School,1967,55,Employed,1982347650,3890761459236870,2027,Mobile,200000,4000,Transfer,Bangalore,MasterCard,Online,60000,720000,5000,80,8,True,False,0.26,90,True,5,20,0
439,Fixed,Other,Married,Post Graduate,1975,47,Unemployed,8735640129,7932480157629043,2029,Desktop,220000,1500,Withdrawal,Chennai,Visa,Offline,130000,1560000,2000,20,14,True,True,0.22,70,False,20,35,1
440,Fixed,Female,Single,Doctorate,1988,34,Employed,8943025761,4025673198456709,2023,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,False,0.18,75,True,25,40,0
441,Variable,Male,Single,Graduate,1978,44,Self-Employed,2398765014,9826401357689204,2025,Tablet,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,3000,20,14,False,False,0.14,80,False,5,25,0
442,Fixed,Other,Married,High School,1979,43,Employed,2139456870,5293476108753029,2029,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,90,18,True,True,0.1,70,True,20,35,1
443,Fixed,Female,Married,Post Graduate,1982,40,Unemployed,2984637501,8926140738950612,2026,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,20,14,False,False,0.06,75,False,25,40,1
444,Variable,Male,Single,Graduate,1970,52,Employed,9056781432,5702389150643782,2028,Mobile,200000,6500,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,80,8,True,False,0.02,90,True,5,20,1
445,Fixed,Other,Divorced,Doctorate,1973,49,Self-Employed,2785049613,6540281739054812,2027,Desktop,220000,4000,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,20,14,True,True,0.9,70,False,20,35,0
446,Fixed,Female,Single,High School,1978,44,Employed,1876534290,3124790568349275,2025,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.84,75,True,25,40,0
447,Variable,Male,Married,Graduate,1981,41,Unemployed,4608759312,4912370856927310,2024,Tablet,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,20,14,True,False,0.78,80,False,5,25,0
448,Fixed,Other,Single,High School,1972,50,Employed,1058793462,4729630857194306,2028,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,90,18,False,True,0.74,70,True,20,35,0
449,Fixed,Female,Married,Post Graduate,1980,42,Self-Employed,3452981670,8765120345902187,2025,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,20,14,False,False,0.7,75,False,25,40,1
450,Variable,Male,Single,Graduate,1966,56,Employed,3095864271,9743025681793450,2029,Desktop,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,80,8,True,True,0.66,90,True,5,20,0
451,Fixed,Other,Divorced,High School,1974,48,Unemployed,5732981046,8956213074850213,2026,Mobile,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,90,18,True,False,0.62,70,False,20,35,1
452,Fixed,Female,Single,High School,1979,43,Employed,3456278901,1045678239051624,2025,Tablet,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,20,14,False,True,0.58,75,True,25,40,0
453,Variable,Male,Married,Graduate,1981,41,Self-Employed,3456709218,2097856123045987,2023,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.54,80,False,5,25,0
454,Fixed,Other,Single,Post Graduate,1972,50,Employed,2109873465,7329056418709325,2029,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,20,14,True,True,0.5,70,True,20,35,0
455,Fixed,Female,Married,High School,1980,42,Unemployed,3458712908,4561238095729048,2027,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.46,75,False,25,40,1
456,Variable,Male,Single,High School,1966,56,Employed,6871230594,1305968742305987,2025,Desktop,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,20,14,True,True,0.42,90,True,5,20,0
457,Fixed,Other,Divorced,High School,1974,48,Self-Employed,5432819076,3490827350168290,2023,Mobile,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.38,70,False,20,35,1
458,Fixed,Female,Single,High School,1979,43,Employed,2389657421,2890456719238075,2029,Tablet,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.34,75,True,25,40,0
459,Variable,Male,Married,Graduate,1981,41,Unemployed,9876124503,2390845123075984,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,20,14,True,False,0.3,80,False,5,25,0
460,Fixed,Other,Single,Post Graduate,1972,50,Employed,2340987561,4025769834109527,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,90,18,True,True,0.26,70,True,20,35,0
461,Fixed,Female,Married,High School,1980,42,Self-Employed,1236098574,2395048716098327,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,80,8,False,False,0.22,75,False,25,40,1
462,Variable,Male,Single,High School,1966,56,Employed,4875120346,2390875621340985,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.18,80,True,5,20,0
463,Fixed,Other,Divorced,High School,1974,48,Unemployed,9038576142,4092375618240953,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,20,14,True,False,0.14,70,False,20,35,1
464,Fixed,Female,Single,High School,1979,43,Employed,2345091765,4039576210458973,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.1,75,True,25,40,0
465,Variable,Male,Married,Graduate,1981,41,Unemployed,6572304891,3240956712850347,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,20,14,True,False,0.06,80,False,5,25,0
466,Fixed,Other,Single,Post Graduate,1972,50,Employed,4539876201,3027640951876234,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,90,18,True,True,0.92,70,True,20,35,0
467,Fixed,Female,Married,High School,1980,42,Self-Employed,2371098654,3409576219840562,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,20,14,False,False,0.86,75,False,25,40,1
